#EXPORTTYPE:DATA ALL
#FILE:drifttest2.ngb-bs3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:nothing
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:copyrolysis
#DATE/TIME:05.03.2021 03:09
#CORR. FILE:
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:UNA - FCQ - AI
#OPERATOR:AD
#REMARK:
#SAMPLE:coconut
#SAMPLE MASS /mg:0
#MATERIAL:EMPTY
#REFERENCE:Empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:140.87
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:20°C/06:00/20°C
#SEGMENT:S1/1
#SEG. 1:20°C/06:00/20°C

##Temp./°C;Time/min;DSC/uV;Mass loss/mg;Gas Flow(protective)/(ml/min);DTG/(mg/min);Sensit./(uV/mW)
20.54300;207.90000;0.13199;      -0.33489;     20.00000;-1.062723e-003;1.00000
20.53600;207.95000;0.13123;      -0.33499;     20.00000;-1.059092e-003;1.00000
20.54600;208.00000;0.13123;      -0.33499;     20.00000;-1.056004e-003;1.00000
20.53400;208.05000;0.12970;      -0.33498;     20.00000;-1.054035e-003;1.00000
20.53400;208.10000;0.12817;      -0.33498;     20.00000;-1.053264e-003;1.00000
20.54800;208.15000;0.13428;      -0.33498;     20.00000;-1.053423e-003;1.00000
20.54900;208.20000;0.13275;      -0.33538;     20.00000;-1.054134e-003;1.00000
20.53700;208.25000;0.12894;      -0.33588;     20.00000;-1.055041e-003;1.00000
20.55000;208.30000;0.13046;      -0.33608;     20.00000;-1.055881e-003;1.00000
20.54300;208.35000;0.12741;      -0.33618;     20.00000;-1.056519e-003;1.00000
20.54600;208.40000;0.13046;      -0.33638;     20.00000;-1.056915e-003;1.00000
20.53600;208.45000;0.13275;      -0.33698;     20.00000;-1.057094e-003;1.00000
20.52200;208.50000;0.13046;      -0.33718;     20.00000;-1.057090e-003;1.00000
20.53400;208.55000;0.13275;      -0.33748;     20.00000;-1.056904e-003;1.00000
20.55000;208.60000;0.13199;      -0.33767;     20.00000;-1.056499e-003;1.00000
20.53600;208.65000;0.13275;      -0.33787;     20.00000;-1.055840e-003;1.00000
20.54000;208.70000;0.13351;      -0.33787;     20.00000;-1.054935e-003;1.00000
20.54300;208.75000;0.13504;      -0.33847;     20.00000;-1.053851e-003;1.00000
20.53100;208.80000;0.13275;      -0.33887;     20.00000;-1.052699e-003;1.00000
20.53100;208.85000;0.13504;      -0.33917;     20.00000;-1.051596e-003;1.00000
20.53400;208.90000;0.13580;      -0.33947;     20.00000;-1.050613e-003;1.00000
20.52900;208.95000;0.13580;      -0.33987;     20.00000;-1.049725e-003;1.00000
20.54800;209.00000;0.14038;      -0.34017;     20.00000;-1.048801e-003;1.00000
20.53400;209.05000;0.13886;      -0.34037;     20.00000;-1.047682e-003;1.00000
20.53300;209.10000;0.13580;      -0.34037;     20.00000;-1.046306e-003;1.00000
20.53100;209.15000;0.13886;      -0.34037;     20.00000;-1.044774e-003;1.00000
20.52400;209.20000;0.13886;      -0.34037;     20.00000;-1.043287e-003;1.00000
20.53300;209.25000;0.13657;      -0.34036;     20.00000;-1.042035e-003;1.00000
20.52900;209.30000;0.14191;      -0.34036;     20.00000;-1.041107e-003;1.00000
20.52000;209.35000;0.14267;      -0.34036;     20.00000;-1.040513e-003;1.00000
20.51400;209.40000;0.14267;      -0.34036;     20.00000;-1.040245e-003;1.00000
20.53600;209.45000;0.14191;      -0.34036;     20.00000;-1.040310e-003;1.00000
20.52000;209.50000;0.14343;      -0.34036;     20.00000;-1.040716e-003;1.00000
20.54200;209.55000;0.14267;      -0.34036;     20.00000;-1.041432e-003;1.00000
20.51700;209.60000;0.14801;      -0.34036;     20.00000;-1.042391e-003;1.00000
20.50900;209.65000;0.14572;      -0.34036;     20.00000;-1.043491e-003;1.00000
20.52400;209.70000;0.14572;      -0.33945;     20.00000;-1.044636e-003;1.00000
20.51200;209.75000;0.14572;      -0.33845;     20.00000;-1.045762e-003;1.00000
20.51100;209.80000;0.14725;      -0.33815;     20.00000;-1.046863e-003;1.00000
20.50300;209.85000;0.14801;      -0.33804;     20.00000;-1.047969e-003;1.00000
20.48600;209.90000;0.14496;      -0.33794;     20.00000;-1.049104e-003;1.00000
20.50300;209.95000;0.14648;      -0.33784;     20.00000;-1.050249e-003;1.00000
20.49600;210.00000;0.14954;      -0.33774;     20.00000;-1.051326e-003;1.00000
20.49700;210.05000;0.14191;      -0.33764;     20.00000;-1.052235e-003;1.00000
20.49400;210.10000;0.15106;      -0.33754;     20.00000;-1.052906e-003;1.00000
20.49600;210.15000;0.15182;      -0.33744;     20.00000;-1.053331e-003;1.00000
20.51300;210.20000;0.14877;      -0.33733;     20.00000;-1.053557e-003;1.00000
20.51900;210.25000;0.15030;      -0.33723;     20.00000;-1.053659e-003;1.00000
20.50200;210.30000;0.14877;      -0.33713;     20.00000;-1.053700e-003;1.00000
20.51100;210.35000;0.15182;      -0.33812;     20.00000;-1.053719e-003;1.00000
20.51200;210.40000;0.15411;      -0.33852;     20.00000;-1.053730e-003;1.00000
20.52900;210.45000;0.15259;      -0.33872;     20.00000;-1.053738e-003;1.00000
20.52100;210.50000;0.15259;      -0.33881;     20.00000;-1.053745e-003;1.00000
20.52700;210.55000;0.15564;      -0.33901;     20.00000;-1.053749e-003;1.00000
20.52300;210.60000;0.15640;      -0.33911;     20.00000;-1.053752e-003;1.00000
20.55000;210.65000;0.15488;      -0.33930;     20.00000;-1.053755e-003;1.00000
20.53300;210.70000;0.15411;      -0.33950;     20.00000;-1.053756e-003;1.00000
20.54100;210.75000;0.15640;      -0.33960;     20.00000;-1.053756e-003;1.00000
20.54200;210.80000;0.15717;      -0.33980;     20.00000;-1.053756e-003;1.00000
20.53000;210.85000;0.15488;      -0.33990;     20.00000;-1.053755e-003;1.00000
20.55000;210.90000;0.15411;      -0.34010;     20.00000;-1.053753e-003;1.00000
20.53800;210.95000;0.16098;      -0.34030;     20.00000;-1.053750e-003;1.00000
20.53600;211.00000;0.15640;      -0.34030;     20.00000;-1.053748e-003;1.00000
20.55000;211.05000;0.15793;      -0.34030;     20.00000;-1.053752e-003;1.00000
20.54000;211.10000;0.15564;      -0.34030;     20.00000;-1.053774e-003;1.00000
20.53800;211.15000;0.15335;      -0.34030;     20.00000;-1.053842e-003;1.00000
20.55000;211.20000;0.15793;      -0.34029;     20.00000;-1.053994e-003;1.00000
20.54600;211.25000;0.15945;      -0.34029;     20.00000;-1.054266e-003;1.00000
20.53500;211.30000;0.15717;      -0.34029;     20.00000;-1.054671e-003;1.00000
20.53200;211.35000;0.15869;      -0.34029;     20.00000;-1.055183e-003;1.00000
20.53000;211.40000;0.15717;      -0.34029;     20.00000;-1.055748e-003;1.00000
20.54700;211.45000;0.16174;      -0.34039;     20.00000;-1.056292e-003;1.00000
20.53100;211.50000;0.15793;      -0.34049;     20.00000;-1.056749e-003;1.00000
20.55000;211.55000;0.15869;      -0.34059;     20.00000;-1.057097e-003;1.00000
20.54400;211.60000;0.16098;      -0.34069;     20.00000;-1.057363e-003;1.00000
20.54900;211.65000;0.16022;      -0.34079;     20.00000;-1.057603e-003;1.00000
20.53200;211.70000;0.16403;      -0.34089;     20.00000;-1.057857e-003;1.00000
20.54600;211.75000;0.16327;      -0.34098;     20.00000;-1.058135e-003;1.00000
20.53600;211.80000;0.15869;      -0.34108;     20.00000;-1.058422e-003;1.00000
20.53600;211.85000;0.16174;      -0.34118;     20.00000;-1.058703e-003;1.00000
20.53200;211.90000;0.15717;      -0.34128;     20.00000;-1.058980e-003;1.00000
20.52900;211.95000;0.16022;      -0.34138;     20.00000;-1.059256e-003;1.00000
20.52200;212.00000;0.16174;      -0.34148;     20.00000;-1.059536e-003;1.00000
20.55200;212.05000;0.16403;      -0.34157;     20.00000;-1.059833e-003;1.00000
20.55900;212.10000;0.16708;      -0.34167;     20.00000;-1.060161e-003;1.00000
20.54200;212.15000;0.15869;      -0.34167;     20.00000;-1.060511e-003;1.00000
20.54200;212.20000;0.16098;      -0.34187;     20.00000;-1.060849e-003;1.00000
20.54500;212.25000;0.16174;      -0.34227;     20.00000;-1.061147e-003;1.00000
20.55000;212.30000;0.16022;      -0.34247;     20.00000;-1.061401e-003;1.00000
20.55600;212.35000;0.16022;      -0.34257;     20.00000;-1.061647e-003;1.00000
20.54400;212.40000;0.16174;      -0.34267;     20.00000;-1.061908e-003;1.00000
20.54500;212.45000;0.16022;      -0.34277;     20.00000;-1.062191e-003;1.00000
20.54800;212.50000;0.16327;      -0.34287;     20.00000;-1.062482e-003;1.00000
20.54200;212.55000;0.16174;      -0.34307;     20.00000;-1.062764e-003;1.00000
20.55700;212.60000;0.16403;      -0.34316;     20.00000;-1.063042e-003;1.00000
20.54600;212.65000;0.16403;      -0.34326;     20.00000;-1.063319e-003;1.00000
20.52600;212.70000;0.16174;      -0.34336;     20.00000;-1.063598e-003;1.00000
20.53800;212.75000;0.16403;      -0.34346;     20.00000;-1.063880e-003;1.00000
20.54400;212.80000;0.16479;      -0.34366;     20.00000;-1.064148e-003;1.00000
20.54100;212.85000;0.16098;      -0.34376;     20.00000;-1.064333e-003;1.00000
20.56000;212.90000;0.16098;      -0.34386;     20.00000;-1.064315e-003;1.00000
20.54100;212.95000;0.15869;      -0.34396;     20.00000;-1.064004e-003;1.00000
20.55200;213.00000;0.15793;      -0.34405;     20.00000;-1.063423e-003;1.00000
20.53900;213.05000;0.16022;      -0.34425;     20.00000;-1.062721e-003;1.00000
20.52300;213.10000;0.16327;      -0.34425;     20.00000;-1.062051e-003;1.00000
20.53000;213.15000;0.15564;      -0.34424;     20.00000;-1.061428e-003;1.00000
20.52000;213.20000;0.15564;      -0.34424;     20.00000;-1.060645e-003;1.00000
20.51900;213.25000;0.16327;      -0.34424;     20.00000;-1.059384e-003;1.00000
20.50900;213.30000;0.16479;      -0.34434;     20.00000;-1.057467e-003;1.00000
20.52900;213.35000;0.16174;      -0.34465;     20.00000;-1.054993e-003;1.00000
20.53800;213.40000;0.16174;      -0.34496;     20.00000;-1.052296e-003;1.00000
20.56000;213.45000;0.16098;      -0.34507;     20.00000;-1.049730e-003;1.00000
20.54300;213.50000;0.15869;      -0.34507;     20.00000;-1.047495e-003;1.00000
20.54900;213.55000;0.16098;      -0.34506;     20.00000;-1.045599e-003;1.00000
20.54600;213.60000;0.15793;      -0.34506;     20.00000;-1.043983e-003;1.00000
20.54500;213.65000;0.15488;      -0.34506;     20.00000;-1.042650e-003;1.00000
20.55300;213.70000;0.16022;      -0.34506;     20.00000;-1.041642e-003;1.00000
20.53800;213.75000;0.15793;      -0.34506;     20.00000;-1.040978e-003;1.00000
20.56400;213.80000;0.15640;      -0.34506;     20.00000;-1.040617e-003;1.00000
20.55200;213.85000;0.15945;      -0.34506;     20.00000;-1.040459e-003;1.00000
20.54500;213.90000;0.15793;      -0.34506;     20.00000;-1.040407e-003;1.00000
20.54200;213.95000;0.15259;      -0.34506;     20.00000;-1.040399e-003;1.00000
20.53100;214.00000;0.15717;      -0.34506;     20.00000;-1.040404e-003;1.00000
20.54200;214.05000;0.16098;      -0.34505;     20.00000;-1.040413e-003;1.00000
20.54000;214.10000;0.15793;      -0.34505;     20.00000;-1.040422e-003;1.00000
20.53600;214.15000;0.15869;      -0.34505;     20.00000;-1.040430e-003;1.00000
20.55300;214.20000;0.15869;      -0.34505;     20.00000;-1.040436e-003;1.00000
20.53300;214.25000;0.15640;      -0.34515;     20.00000;-1.040440e-003;1.00000
20.56100;214.30000;0.15945;      -0.34514;     20.00000;-1.040448e-003;1.00000
20.55700;214.35000;0.15411;      -0.34524;     20.00000;-1.040473e-003;1.00000
20.54500;214.40000;0.15182;      -0.34524;     20.00000;-1.040536e-003;1.00000
20.56200;214.45000;0.15182;      -0.34534;     20.00000;-1.040670e-003;1.00000
20.54000;214.50000;0.15488;      -0.34534;     20.00000;-1.040896e-003;1.00000
20.55100;214.55000;0.15640;      -0.34544;     20.00000;-1.041211e-003;1.00000
20.53800;214.60000;0.15335;      -0.34544;     20.00000;-1.041591e-003;1.00000
20.54300;214.65000;0.15182;      -0.34554;     20.00000;-1.042001e-003;1.00000
20.54100;214.70000;0.15640;      -0.34554;     20.00000;-1.042400e-003;1.00000
20.55700;214.75000;0.15335;      -0.34564;     20.00000;-1.042771e-003;1.00000
20.55000;214.80000;0.14877;      -0.34573;     20.00000;-1.043122e-003;1.00000
20.56200;214.85000;0.15259;      -0.34573;     20.00000;-1.043469e-003;1.00000
20.54500;214.90000;0.15106;      -0.34583;     20.00000;-1.043833e-003;1.00000
20.55200;214.95000;0.15182;      -0.34583;     20.00000;-1.044226e-003;1.00000
20.54000;215.00000;0.15030;      -0.34593;     20.00000;-1.044643e-003;1.00000
20.54200;215.05000;0.14725;      -0.34593;     20.00000;-1.045067e-003;1.00000
20.55400;215.10000;0.14801;      -0.34603;     20.00000;-1.045496e-003;1.00000
20.55600;215.15000;0.14801;      -0.34603;     20.00000;-1.045926e-003;1.00000
20.54500;215.20000;0.14877;      -0.34613;     20.00000;-1.046351e-003;1.00000
20.53000;215.25000;0.15106;      -0.34613;     20.00000;-1.046772e-003;1.00000
20.54700;215.30000;0.14954;      -0.34623;     20.00000;-1.047189e-003;1.00000
20.53400;215.35000;0.15106;      -0.34623;     20.00000;-1.047633e-003;1.00000
20.54200;215.40000;0.15106;      -0.34633;     20.00000;-1.048223e-003;1.00000
20.54000;215.45000;0.15106;      -0.34632;     20.00000;-1.049222e-003;1.00000
20.53500;215.50000;0.15488;      -0.34642;     20.00000;-1.051032e-003;1.00000
20.54700;215.55000;0.15106;      -0.34642;     20.00000;-1.054035e-003;1.00000
20.55500;215.60000;0.14572;      -0.34652;     20.00000;-1.058392e-003;1.00000
20.53600;215.65000;0.15335;      -0.34652;     20.00000;-1.064016e-003;1.00000
20.55000;215.70000;0.14954;      -0.34661;     20.00000;-1.070576e-003;1.00000
20.52700;215.75000;0.15488;      -0.34661;     20.00000;-1.077532e-003;1.00000
20.52500;215.80000;0.14954;      -0.34671;     20.00000;-1.084235e-003;1.00000
20.51000;215.85000;0.15335;      -0.34670;     20.00000;-1.090044e-003;1.00000
20.50700;215.90000;0.15030;      -0.34680;     20.00000;-1.094470e-003;1.00000
20.52600;215.95000;0.15411;      -0.34680;     20.00000;-1.097366e-003;1.00000
20.51800;216.00000;0.15335;      -0.34690;     20.00000;-1.098903e-003;1.00000
20.52000;216.05000;0.15030;      -0.34690;     20.00000;-1.099319e-003;1.00000
20.51000;216.10000;0.14725;      -0.34700;     20.00000;-1.098730e-003;1.00000
20.50900;216.15000;0.14954;      -0.34700;     20.00000;-1.097116e-003;1.00000
20.51700;216.20000;0.15182;      -0.34700;     20.00000;-1.094506e-003;1.00000
20.50900;216.25000;0.15030;      -0.34700;     20.00000;-1.091184e-003;1.00000
20.50600;216.30000;0.14648;      -0.34700;     20.00000;-1.087657e-003;1.00000
20.53100;216.35000;0.14801;      -0.34699;     20.00000;-1.084436e-003;1.00000
20.51900;216.40000;0.15182;      -0.34699;     20.00000;-1.081795e-003;1.00000
20.52700;216.45000;0.15030;      -0.34699;     20.00000;-1.079684e-003;1.00000
20.52500;216.50000;0.15030;      -0.34699;     20.00000;-1.077894e-003;1.00000
20.52300;216.55000;0.14877;      -0.34699;     20.00000;-1.076268e-003;1.00000
20.51600;216.60000;0.15182;      -0.34699;     20.00000;-1.074764e-003;1.00000
20.51900;216.65000;0.14725;      -0.34698;     20.00000;-1.073434e-003;1.00000
20.50500;216.70000;0.14801;      -0.34698;     20.00000;-1.072339e-003;1.00000
20.52200;216.75000;0.14725;      -0.34698;     20.00000;-1.071467e-003;1.00000
20.50300;216.80000;0.14954;      -0.34698;     20.00000;-1.070713e-003;1.00000
20.51400;216.85000;0.14725;      -0.34698;     20.00000;-1.069897e-003;1.00000
20.49900;216.90000;0.14420;      -0.34697;     20.00000;-1.068785e-003;1.00000
20.50200;216.95000;0.14420;      -0.34697;     20.00000;-1.067183e-003;1.00000
20.49200;217.00000;0.14648;      -0.34697;     20.00000;-1.065016e-003;1.00000
20.48900;217.05000;0.14267;      -0.34697;     20.00000;-1.062290e-003;1.00000
20.50200;217.10000;0.14572;      -0.34697;     20.00000;-1.058998e-003;1.00000
20.49700;217.15000;0.14572;      -0.34697;     20.00000;-1.055155e-003;1.00000
20.48900;217.20000;0.14343;      -0.34696;     20.00000;-1.050884e-003;1.00000
20.51900;217.25000;0.14648;      -0.34696;     20.00000;-1.046479e-003;1.00000
20.50300;217.30000;0.14725;      -0.34696;     20.00000;-1.042386e-003;1.00000
20.51300;217.35000;0.14420;      -0.34696;     20.00000;-1.039027e-003;1.00000
20.50400;217.40000;0.14420;      -0.34696;     20.00000;-1.036602e-003;1.00000
20.49700;217.45000;0.14801;      -0.34696;     20.00000;-1.035066e-003;1.00000
20.49100;217.50000;0.14343;      -0.34707;     20.00000;-1.034262e-003;1.00000
20.49000;217.55000;0.14420;      -0.34746;     20.00000;-1.034043e-003;1.00000
20.53900;217.60000;0.14496;      -0.34791;     20.00000;-1.034402e-003;1.00000
20.53700;217.65000;0.14801;      -0.34807;     20.00000;-1.035554e-003;1.00000
20.51700;217.70000;0.14343;      -0.34807;     20.00000;-1.037797e-003;1.00000
20.53700;217.75000;0.14267;      -0.34807;     20.00000;-1.041321e-003;1.00000
20.53100;217.80000;0.14191;      -0.34806;     20.00000;-1.046007e-003;1.00000
20.53300;217.85000;0.13962;      -0.34806;     20.00000;-1.051301e-003;1.00000
20.53900;217.90000;0.13733;      -0.34805;     20.00000;-1.056296e-003;1.00000
20.50300;217.95000;0.13809;      -0.34805;     20.00000;-1.060059e-003;1.00000
20.49100;218.00000;0.14572;      -0.34804;     20.00000;-1.062058e-003;1.00000
20.48000;218.05000;0.13962;      -0.34804;     20.00000;-1.062404e-003;1.00000
20.49200;218.10000;0.14267;      -0.34804;     20.00000;-1.061760e-003;1.00000
20.50200;218.15000;0.14191;      -0.34803;     20.00000;-1.060915e-003;1.00000
20.47900;218.20000;0.14420;      -0.34803;     20.00000;-1.060380e-003;1.00000
20.48500;218.25000;0.14114;      -0.34803;     20.00000;-1.060258e-003;1.00000
20.48800;218.30000;0.14038;      -0.34803;     20.00000;-1.060413e-003;1.00000
20.48200;218.35000;0.14191;      -0.34803;     20.00000;-1.060728e-003;1.00000
20.49300;218.40000;0.14420;      -0.34803;     20.00000;-1.061164e-003;1.00000
20.49100;218.45000;0.14267;      -0.34803;     20.00000;-1.061625e-003;1.00000
20.49100;218.50000;0.13886;      -0.34803;     20.00000;-1.061804e-003;1.00000
20.48500;218.55000;0.14267;      -0.34803;     20.00000;-1.061109e-003;1.00000
20.49900;218.60000;0.13733;      -0.34803;     20.00000;-1.058853e-003;1.00000
20.49000;218.65000;0.14038;      -0.34803;     20.00000;-1.054689e-003;1.00000
20.49500;218.70000;0.14267;      -0.34803;     20.00000;-1.048932e-003;1.00000
20.48400;218.75000;0.14343;      -0.34803;     20.00000;-1.042524e-003;1.00000
20.51100;218.80000;0.13733;      -0.34803;     20.00000;-1.036635e-003;1.00000
20.48300;218.85000;0.14267;      -0.34803;     20.00000;-1.032131e-003;1.00000
20.49700;218.90000;0.14038;      -0.34802;     20.00000;-1.029260e-003;1.00000
20.49700;218.95000;0.13809;      -0.34802;     20.00000;-1.027746e-003;1.00000
20.49900;219.00000;0.13962;      -0.34802;     20.00000;-1.027099e-003;1.00000
20.49900;219.05000;0.13733;      -0.34802;     20.00000;-1.026880e-003;1.00000
20.50200;219.10000;0.13657;      -0.34802;     20.00000;-1.026822e-003;1.00000
20.51900;219.15000;0.13962;      -0.34801;     20.00000;-1.026815e-003;1.00000
20.51200;219.20000;0.13962;      -0.34801;     20.00000;-1.026834e-003;1.00000
20.49800;219.25000;0.14114;      -0.34801;     20.00000;-1.026897e-003;1.00000
20.49700;219.30000;0.13962;      -0.34801;     20.00000;-1.027042e-003;1.00000
20.49500;219.35000;0.13886;      -0.34801;     20.00000;-1.027302e-003;1.00000
20.48200;219.40000;0.13886;      -0.34801;     20.00000;-1.027689e-003;1.00000
20.49500;219.45000;0.14038;      -0.34801;     20.00000;-1.028187e-003;1.00000
20.50000;219.50000;0.14191;      -0.34800;     20.00000;-1.028769e-003;1.00000
20.50300;219.55000;0.14343;      -0.34800;     20.00000;-1.029432e-003;1.00000
20.47800;219.60000;0.13962;      -0.34800;     20.00000;-1.030231e-003;1.00000
20.53200;219.65000;0.14038;      -0.34809;     20.00000;-1.031296e-003;1.00000
20.51200;219.70000;0.14496;      -0.34809;     20.00000;-1.032789e-003;1.00000
20.50300;219.75000;0.14191;      -0.34809;     20.00000;-1.034788e-003;1.00000
20.51300;219.80000;0.14038;      -0.34809;     20.00000;-1.037186e-003;1.00000
20.51100;219.85000;0.14343;      -0.34809;     20.00000;-1.039724e-003;1.00000
20.50000;219.90000;0.14343;      -0.34809;     20.00000;-1.042123e-003;1.00000
20.50400;219.95000;0.14954;      -0.34819;     20.00000;-1.044227e-003;1.00000
20.50300;220.00000;0.14343;      -0.34819;     20.00000;-1.046059e-003;1.00000
20.51100;220.05000;0.14877;      -0.34819;     20.00000;-1.047724e-003;1.00000
20.48700;220.10000;0.14877;      -0.34819;     20.00000;-1.049271e-003;1.00000
20.49600;220.15000;0.15106;      -0.34819;     20.00000;-1.050653e-003;1.00000
20.51300;220.20000;0.15106;      -0.34829;     20.00000;-1.051770e-003;1.00000
20.51500;220.25000;0.14954;      -0.34828;     20.00000;-1.052537e-003;1.00000
20.50900;220.30000;0.15030;      -0.34828;     20.00000;-1.052929e-003;1.00000
20.48700;220.35000;0.15106;      -0.34829;     20.00000;-1.052969e-003;1.00000
20.50400;220.40000;0.15106;      -0.34828;     20.00000;-1.052704e-003;1.00000
20.50400;220.45000;0.15182;      -0.34838;     20.00000;-1.052200e-003;1.00000
20.50900;220.50000;0.15182;      -0.34838;     20.00000;-1.051530e-003;1.00000
20.50000;220.55000;0.15182;      -0.34838;     20.00000;-1.050771e-003;1.00000
20.52300;220.60000;0.15488;      -0.34838;     20.00000;-1.049976e-003;1.00000
20.51200;220.65000;0.15335;      -0.34838;     20.00000;-1.049165e-003;1.00000
20.50300;220.70000;0.15411;      -0.34838;     20.00000;-1.048345e-003;1.00000
20.51200;220.75000;0.15564;      -0.34848;     20.00000;-1.047529e-003;1.00000
20.50800;220.80000;0.15182;      -0.34848;     20.00000;-1.046737e-003;1.00000
20.50900;220.85000;0.15411;      -0.34848;     20.00000;-1.045979e-003;1.00000
20.52700;220.90000;0.15106;      -0.34848;     20.00000;-1.045248e-003;1.00000
20.50300;220.95000;0.15564;      -0.34848;     20.00000;-1.044515e-003;1.00000
20.51300;221.00000;0.15488;      -0.34858;     20.00000;-1.043753e-003;1.00000
20.51600;221.05000;0.15182;      -0.34857;     20.00000;-1.042960e-003;1.00000
20.50300;221.10000;0.15335;      -0.34957;     20.00000;-1.042148e-003;1.00000
20.51400;221.15000;0.15564;      -0.34997;     20.00000;-1.041339e-003;1.00000
20.51100;221.20000;0.15717;      -0.35007;     20.00000;-1.040541e-003;1.00000
20.51900;221.25000;0.15411;      -0.35017;     20.00000;-1.039745e-003;1.00000
20.52000;221.30000;0.15488;      -0.35027;     20.00000;-1.038941e-003;1.00000
20.51100;221.35000;0.15488;      -0.35027;     20.00000;-1.038136e-003;1.00000
20.50900;221.40000;0.15869;      -0.35037;     20.00000;-1.037350e-003;1.00000
20.51100;221.45000;0.15793;      -0.35037;     20.00000;-1.036593e-003;1.00000
20.50800;221.50000;0.15640;      -0.35047;     20.00000;-1.035861e-003;1.00000
20.51700;221.55000;0.15793;      -0.35057;     20.00000;-1.035128e-003;1.00000
20.52000;221.60000;0.15335;      -0.35057;     20.00000;-1.034369e-003;1.00000
20.52000;221.65000;0.15869;      -0.35067;     20.00000;-1.033587e-003;1.00000
20.52000;221.70000;0.15411;      -0.35077;     20.00000;-1.032807e-003;1.00000
20.50600;221.75000;0.16022;      -0.35077;     20.00000;-1.032071e-003;1.00000
20.50100;221.80000;0.15717;      -0.35087;     20.00000;-1.031409e-003;1.00000
20.51500;221.85000;0.15717;      -0.35096;     20.00000;-1.030821e-003;1.00000
20.51600;221.90000;0.15640;      -0.35096;     20.00000;-1.030280e-003;1.00000
20.52600;221.95000;0.15869;      -0.35106;     20.00000;-1.029768e-003;1.00000
20.52000;222.00000;0.16251;      -0.35106;     20.00000;-1.029306e-003;1.00000
20.51400;222.05000;0.15640;      -0.35116;     20.00000;-1.028952e-003;1.00000
20.53400;222.10000;0.15869;      -0.35126;     20.00000;-1.028770e-003;1.00000
20.51600;222.15000;0.15106;      -0.35126;     20.00000;-1.028772e-003;1.00000
20.52000;222.20000;0.16022;      -0.35136;     20.00000;-1.028924e-003;1.00000
20.53200;222.25000;0.15717;      -0.35145;     20.00000;-1.029177e-003;1.00000
20.51400;222.30000;0.15717;      -0.35145;     20.00000;-1.029540e-003;1.00000
20.51100;222.35000;0.15717;      -0.35155;     20.00000;-1.030143e-003;1.00000
20.51100;222.40000;0.16174;      -0.35175;     20.00000;-1.031272e-003;1.00000
20.50700;222.45000;0.16098;      -0.35195;     20.00000;-1.033318e-003;1.00000
20.52900;222.50000;0.15640;      -0.35205;     20.00000;-1.036492e-003;1.00000
20.51600;222.55000;0.15945;      -0.35215;     20.00000;-1.040551e-003;1.00000
20.52300;222.60000;0.15945;      -0.35225;     20.00000;-1.044830e-003;1.00000
20.51500;222.65000;0.15717;      -0.35235;     20.00000;-1.048562e-003;1.00000
20.51300;222.70000;0.15640;      -0.35235;     20.00000;-1.051267e-003;1.00000
20.52500;222.75000;0.15411;      -0.35245;     20.00000;-1.052956e-003;1.00000
20.52900;222.80000;0.15488;      -0.35255;     20.00000;-1.053982e-003;1.00000
20.52100;222.85000;0.15793;      -0.35265;     20.00000;-1.054707e-003;1.00000
20.51800;222.90000;0.15640;      -0.35265;     20.00000;-1.055352e-003;1.00000
20.51000;222.95000;0.15717;      -0.35274;     20.00000;-1.056003e-003;1.00000
20.53200;223.00000;0.16022;      -0.35284;     20.00000;-1.056664e-003;1.00000
20.50500;223.05000;0.16098;      -0.35294;     20.00000;-1.057327e-003;1.00000
20.50800;223.10000;0.16022;      -0.35294;     20.00000;-1.057992e-003;1.00000
20.52700;223.15000;0.15869;      -0.35304;     20.00000;-1.058656e-003;1.00000
20.53400;223.20000;0.15793;      -0.35314;     20.00000;-1.059319e-003;1.00000
20.51300;223.25000;0.15793;      -0.35324;     20.00000;-1.059974e-003;1.00000
20.51300;223.30000;0.15869;      -0.35334;     20.00000;-1.060618e-003;1.00000
20.53000;223.35000;0.15717;      -0.35334;     20.00000;-1.061237e-003;1.00000
20.51200;223.40000;0.15564;      -0.35344;     20.00000;-1.061824e-003;1.00000
20.52300;223.45000;0.16174;      -0.35354;     20.00000;-1.062393e-003;1.00000
20.52200;223.50000;0.15793;      -0.35364;     20.00000;-1.062975e-003;1.00000
20.52300;223.55000;0.15793;      -0.35364;     20.00000;-1.063589e-003;1.00000
20.52300;223.60000;0.15640;      -0.35374;     20.00000;-1.064228e-003;1.00000
20.52500;223.65000;0.15564;      -0.35383;     20.00000;-1.064881e-003;1.00000
20.52900;223.70000;0.15259;      -0.35393;     20.00000;-1.065534e-003;1.00000
20.52800;223.75000;0.15717;      -0.35393;     20.00000;-1.066174e-003;1.00000
20.53400;223.80000;0.15488;      -0.35393;     20.00000;-1.066781e-003;1.00000
